"Other Crops: Volume of Production, by Region and by Province, by Quarter and Semester, 2020-2024",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Crop,Geolocation,2020 Semester1,2020 Semester2,2020 Annual,2021 Semester1,2021 Semester2,2021 Annual,2022 Semester1,2022 Semester2,2022 Annual,2023 Semester1,2023 Semester2,2023 Annual,2024 Semester1,2024 Semester2,2024 Annual
Gabi runner,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,11.07,11.07,0,6.95,6.95
Gabi runner,..REGION X (NORTHERN MINDANAO),0,0.21,0.21,0,0.22,0.22,0,0.23,0.23,0,0.23,0.23,2.52,12.2,14.72
Gabi runner,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabi runner,..REGION XII (SOCCSKSARGEN),15.49,23.55,39.04,14.65,21.98,36.62,15.32,23.17,38.49,17.59,6.67,24.26,18.55,58.8,77.35
Gabi runner,..REGION XIII (CARAGA),2.38,1,3.38,2.41,1.03,3.44,2.6,1.02,3.62,2.67,1.19,3.86,4.42,0.59,5
Gabi runner,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,10.2,10.2,0.01,0,0.01
Radish pods,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION I (ILOCOS REGION),5.88,4.79,10.67,6.16,5.42,11.58,6.91,5.13,12.04,7.46,5.85,13.31,7.3,5.56,12.86
Radish pods,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Radish pods,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radish pods,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.04,0.92,0.96
Camangeg,..REGION I (ILOCOS REGION),1.13,35.6,36.73,1.09,37.96,39.05,1.12,39.85,40.97,1.2,27.74,28.94,0.97,29.29,30.26
Camangeg,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Camangeg,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camangeg,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,2.59
Garlic leeks,..REGION I (ILOCOS REGION),1.24,1.85,3.09,1.18,1.92,3.1,1.2,1.92,3.12,1.26,2.27,3.53,1.31,2.09,3.4
Garlic leeks,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION IV-A (CALABARZON),3.5,0,3.5,1.8,0,1.8,0,0,0,0,0,0,0,0,0
Garlic leeks,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Garlic leeks,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION VIII (EASTERN VISAYAS),0,0.1,0.1,0,0.1,0.1,0,0.12,0.12,0,0,0,0,0,0
Garlic leeks,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garlic leeks,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,1.71,3.47,5.18
Yacon,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION II (CAGAYAN VALLEY),185.9,17.02,202.92,181,20.28,201.28,185.71,20.15,205.86,183.87,18.38,202.25,183.93,16.58,200.51
Yacon,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION VI (WESTERN VISAYAS),5.6,3.84,9.44,5,3.26,8.26,4.9,3,7.9,5.57,0,5.57,0,0,0
Yacon,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,6.61,2.59,9.2
Yacon,..REGION VII (CENTRAL VISAYAS),1.7,2.85,4.55,2.65,2.55,5.2,2.5,3.05,5.55,2.4,2.65,5.05,0,0,0
Yacon,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION X (NORTHERN MINDANAO),14.75,27.5,42.25,14.27,18.5,32.77,14.1,20.48,34.58,13.12,22.48,35.6,11.2,19.5,30.7
Yacon,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yacon,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,3.42,0.31,3.73
"Banana, pith",..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07
"Banana, pith",..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,1.71
"Banana, pith",..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,27.68,27.68,0,0,0
"Banana, pith",..REGION VI (WESTERN VISAYAS),279.22,311.62,590.84,272.85,307.06,579.91,273.15,302.67,575.82,279.7,197.29,476.99,236.71,282.8,519.51
"Banana, pith",..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,25.91,10.4,36.31
"Banana, pith",..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0.5,13.22,13.72
"Banana, pith",..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1
"Banana, pith",..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,6.32,6.32
"Banana, pith",..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana, pith",..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,6.43
Apat-apat,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION VI (WESTERN VISAYAS),0.97,0.58,1.55,0.85,0.55,1.4,0.7,0.52,1.22,0.81,0.08,0.89,0.64,0.1,0.74
Apat-apat,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Apat-apat,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.4
Apat-apat,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apat-apat,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.59,1.65
Alubihod,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION VI (WESTERN VISAYAS),20.68,13.28,33.96,19.83,13.41,33.24,19.08,14.42,33.5,18.21,13.59,31.8,16.8,12.56,29.36
Alubihod,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0.93,0,0.93
Alubihod,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION VIII (EASTERN VISAYAS),0,0,0,0.01,0.05,0.06,0.03,0.05,0.08,0.01,0,0.01,0,0,0
Alubihod,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.35
Alubihod,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alubihod,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION VI (WESTERN VISAYAS),5.35,3.43,8.78,5.35,3.21,8.56,5.8,3.47,9.27,3.95,2.55,6.5,3.29,3.09,6.38
Tawri,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Tawri,..REGION VII (CENTRAL VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tawri,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kulitis,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0
Kulitis,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kulitis,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22
Kulitis,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,1.45,1.45,0.27,1.16,1.43
Kulitis,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.11
Kulitis,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kulitis,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kulitis,..REGION VI (WESTERN VISAYAS),48.15,56.24,104.39,49.91,60.07,109.98,50.12,62.57,112.69,49.22,41.12,90.34,84.62,121.66,206.29
Kulitis,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0.07,23.02,23.09
Kulitis,..REGION VII (CENTRAL VISAYAS),0.15,0.55,0.7,0.1,0.5,0.6,0.05,0.53,0.58,0.08,0.45,0.53,0,0.01,0.01
Kulitis,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kulitis,..REGION IX (ZAMBOANGA PENINSULA),0.55,0,0.55,0.47,0,0.47,0.46,0,0.46,0.44,0,0.44,0.18,0,0.18
Kulitis,..REGION X (NORTHERN MINDANAO),0,0.5,0.5,0,0.49,0.49,0,0.49,0.49,0,0.15,0.15,1.07,0.18,1.25
Kulitis,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kulitis,..REGION XII (SOCCSKSARGEN),0,0,0,0,0.15,0.15,0.1,0.15,0.25,0.1,9.69,9.79,0.09,10.82,10.91
Kulitis,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02
Kulitis,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0.61
Young corn,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young corn,..REGION I (ILOCOS REGION),82.3,81.25,163.55,89.12,74.88,164,93.75,71.39,165.14,92.34,74.1,166.44,88.23,67.69,155.93
Young corn,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young corn,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Young corn,..REGION IV-A (CALABARZON),0,0,0,0,0,0,42.42,27.7,70.12,41.63,12.4,54.03,41.84,59.43,101.27
Young corn,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young corn,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,6.64
Young corn,..REGION VI (WESTERN VISAYAS),0.5,0.85,1.35,0.75,1.15,1.9,0.82,1.27,2.09,1.15,0.77,1.92,0.91,0.89,1.8
Young corn,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Young corn,..REGION VII (CENTRAL VISAYAS),1.1,1.53,2.63,1.23,1.45,2.68,1.1,1.7,2.8,1.17,1.56,2.73,0.81,1.49,2.3
Young corn,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.09,0.13
Young corn,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young corn,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0.87,0.87,0,0.6,0.6
Young corn,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young corn,..REGION XII (SOCCSKSARGEN),0,0,0,0,0.25,0.25,0,0.26,0.26,0,0.7,0.7,0,0.75,0.75
Young corn,..REGION XIII (CARAGA),0,1.74,1.74,0,1.8,1.8,0,1.82,1.82,0,2.53,2.53,0,0,0
Young corn,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring onion,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,16.6,16.6,5.45,19.02,24.47
Spring onion,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0
Spring onion,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,1.05,1.05,0.15,0.19,0.34
Spring onion,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,9.63,9.63,1.4,10.36,11.76
Spring onion,..REGION IV-A (CALABARZON),32.68,162.07,194.75,34.54,166.09,200.63,33.28,141.22,174.5,39.7,68.77,108.47,59.52,154.15,213.67
Spring onion,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0.22,5.25
Spring onion,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,1.67,1.67,4.05,48.45,52.5
Spring onion,..REGION VI (WESTERN VISAYAS),272.39,136.45,408.84,254.87,135.04,389.91,241.63,147.98,389.61,258.08,126.12,384.2,135.46,82.31,217.77
Spring onion,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,489.75,308.4,798.15
Spring onion,..REGION VII (CENTRAL VISAYAS),2069.22,1858.47,3927.69,2120.32,1790.2,3910.52,2151.36,1844.5,3995.86,2121.25,1733.2,3854.45,1535.28,1098.7,2633.98
Spring onion,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0.1,0.18,0.28,0.2,13.71,13.91,304.61,33.67,338.28
Spring onion,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,5.4,5.4,5.23,8.42,13.65
Spring onion,..REGION X (NORTHERN MINDANAO),5.07,11.9,16.97,5.49,12.71,18.2,5.91,12.32,18.23,5.69,18.63,24.32,45.89,75.17,121.06
Spring onion,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.64
Spring onion,..REGION XII (SOCCSKSARGEN),67.82,39.21,107.03,106.39,70.07,176.45,113.46,72.41,185.87,116.58,82.25,198.83,112.31,101.45,213.75
Spring onion,..REGION XIII (CARAGA),0,0.03,0.03,0,0.03,0.03,0,3.01,3.01,0,3.89,3.89,7.42,7.31,14.73
Spring onion,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,82.56,82.56,12.75,89.12,101.87
Sayung-sayong,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0.03,0.31,0.34
Sayung-sayong,..REGION VII (CENTRAL VISAYAS),0.1,0.3,0.4,0.05,0.35,0.4,0.02,0.37,0.39,0.07,0.36,0.43,0,0,0
Sayung-sayong,..REGION VIII (EASTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sayung-sayong,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM) 1/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..CORDILLERA ADMINISTRATIVE REGION (CAR),0,0,0,0,0,0,0,0,0,0,0.01,0.01,12,0.01,12.01
Coriander,..REGION I (ILOCOS REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..REGION II (CAGAYAN VALLEY),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..REGION III (CENTRAL LUZON),0.04,0,0.04,0.03,0,0.03,0.03,0,0.03,0.02,0,0.02,0,0,0
Coriander,..REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.47,0,0.47
Coriander,..MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..REGION VI (WESTERN VISAYAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..NEGROS ISLAND REGION (NIR) 2/,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0
Coriander,..REGION VII (CENTRAL VISAYAS),0.59,1.14,1.73,0.58,1.03,1.61,0.45,1.15,1.6,0.42,1.28,1.7,0.34,1.15,1.49
Coriander,..REGION VIII (EASTERN VISAYAS),0.01,0,0.01,0.02,0,0.02,0,0,0,0,0,0,0,0,0
Coriander,..REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriander,..REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01
